location,area_sqft,bhk,bath,price
Dwarka,1523,1,3,7658032
Bhavnagar,1404,1,3,5860914
Patan,2307,1,3,8533355
Godhra,3426,1,2,14218540
Anand,4118,4,1,19754402
Botad,2863,4,4,13631688
Rajkot,3766,1,4,21990518
Valsad,2648,1,2,13238722
Sidhpur,2655,1,1,11591684
Navsari,1667,2,4,8890831
Ahmedabad,1938,3,3,16000424
Mahuva,2399,3,4,12852899
Rajkot,1295,1,1,6063883
Bharuch,3066,5,2,16301878
Rajkot,4420,2,4,26186211
Bharuch,381,4,4,2390333
Gondal,1861,1,3,8958639
Valsad,1720,1,4,8203107
Junagadh,3374,4,3,18084968
Nadiad,1868,4,3,10823804
Gandhinagar,3610,1,2,23455527
Bhavnagar,1180,2,2,5939662
Morbi,1194,1,1,5299689
Nadiad,2561,5,4,17749255
Patan,1588,3,2,8068792
Rajkot,2610,2,1,12849552
Rajkot,506,3,1,3224551
Gandhinagar,3631,2,3,30537560
Porbandar,2191,3,2,10340918
Junagadh,3488,5,4,16972191
Bhavnagar,3841,1,3,15333420
Porbandar,3030,3,1,14519212
Gandhinagar,2500,2,4,16397197
Navsari,2112,1,1,10056404
Amreli,3758,1,4,15396668
Bharuch,4222,1,4,21171484
Amreli,506,5,2,2795781
Anand,614,5,2,4071865
Veraval,2143,3,1,9277413
Vadodara,2192,4,1,13588108
Mahuva,3891,4,1,20241539
Gandhinagar,2197,1,4,16653549
Valsad,3676,1,3,21131330
Bharuch,2014,4,1,8982326
Anand,4420,3,1,20548310
Bhuj,3611,3,3,19395625
Godhra,1951,3,1,8314752
Gandhinagar,4490,2,3,34382535
Surat,3949,3,1,23324407
Morbi,2697,1,4,11293218
Porbandar,2061,3,1,10216113
Sidhpur,2739,4,3,12164013
Gandhinagar,1823,5,3,16918055
Gondal,1525,2,2,6594318
Gandhidham,4360,3,3,22414488
Navsari,2136,4,1,9843124
Anand,2388,5,2,12906151
Vapi,2337,3,2,16321346
Vadodara,3829,3,4,28142079
Dwarka,4429,5,1,27799128
Valsad,3553,5,3,22463794
Patan,4063,1,4,16875844
Jetpur,1520,4,1,8579550
Dahod,3709,2,1,13710868
Dwarka,722,2,2,3378328
Patan,1187,2,1,5290466
Surendranagar,3973,4,1,17677238
Mehsana,2173,3,1,12156789
Navsari,2116,3,2,12141030
Godhra,4030,5,1,18728096
Anand,2655,5,2,14231975
Navsari,479,5,1,2953274
Dahod,1942,5,4,8640385
Surat,714,3,3,4256573
Jamnagar,2149,3,1,11856759
Anand,2657,5,4,18720146
Dahod,4442,5,3,20256346
Junagadh,1026,1,2,4910493
Amreli,3544,5,2,17265472
Palanpur,500,1,2,2256421
Porbandar,1141,1,1,4401598
Nadiad,4466,3,3,26167431
Bhuj,4104,1,3,17329591
Godhra,972,4,3,4905742
Morbi,4265,2,4,18322559
Valsad,2024,4,3,11904342
Porbandar,2923,4,1,16087553
Mahuva,1886,4,3,8954522
Bhavnagar,2577,2,3,13225551
Godhra,1946,2,3,9428827
Mahuva,2125,3,4,9498911
Patan,1483,4,1,6797799
Morbi,639,4,4,3274109
Rajkot,2484,5,4,16509382
Rajkot,819,3,3,5101335
Navsari,3591,2,2,17750172
Ahmedabad,4385,3,1,27605979
Mahuva,4090,5,3,24847877
Patan,3073,2,1,14643785
Navsari,2316,5,1,12076259
Surat,4258,4,2,30599461
Surendranagar,3767,2,1,18948670
Gandhidham,4039,2,3,20174300
Bhuj,3933,3,2,20307882
Amreli,4463,3,2,17393235
Vapi,504,2,4,2761648
Bhuj,1149,5,3,7612050
Junagadh,4203,1,3,16751845
Botad,4355,3,2,20938025
Botad,1682,5,2,8171097
Vadodara,830,5,4,6331884
Morbi,1125,5,4,5660216
Dahod,3021,2,4,10633451
Dahod,1679,3,3,7800523
Junagadh,1391,1,1,5090630
Veraval,1784,4,1,8604519
Surat,3634,2,1,20333507
Rajkot,572,2,3,3345136
Gondal,1247,5,4,6635864
Navsari,1446,4,4,9385739
Rajkot,3926,4,3,25305980
Morbi,1845,4,1,10346312
Palanpur,3076,2,1,14016834
Gandhinagar,4140,2,4,35881200
Rajkot,2319,2,4,14886098
Sidhpur,3885,3,4,19440042
Porbandar,2273,1,3,10072750
Valsad,4446,1,1,20878639
Valsad,2423,3,2,15137063
Anand,935,3,3,5685302
Porbandar,3758,5,4,21032874
Dwarka,4361,3,3,25623958
Nadiad,4017,1,4,20223835
Gandhidham,2362,3,4,12906745
Veraval,2910,2,3,15353958
Sidhpur,3148,5,4,17857705
Godhra,2296,3,1,10231210
Sidhpur,2921,4,4,16192538
Botad,1863,2,2,7737937
Surendranagar,1684,3,3,8972989
Jetpur,3305,1,2,15230319
Jetpur,1809,3,1,9346825
Surendranagar,3441,1,2,14844690
Mahuva,4263,3,1,21942293
Gandhinagar,3402,4,3,24252072
Palanpur,1566,2,3,7588697
Vapi,4333,3,3,29299276
Dahod,1668,4,3,8035146
Mahuva,4182,3,1,16552554
Mehsana,2768,1,3,12878536
Veraval,4119,1,2,19642222
Junagadh,1327,3,4,6119435
Vapi,562,5,3,3570199
Rajkot,2694,4,1,15518301
Jetpur,2148,2,2,9899065
Godhra,2075,5,3,11860011
Rajkot,1716,5,1,11218996
Porbandar,2871,5,4,13786271
Sidhpur,3323,5,4,19318957
Mehsana,2960,1,2,12847501
Dahod,668,2,3,2824745
Vapi,885,3,1,4674575
Veraval,3737,1,1,17814362
Amreli,2077,5,4,10249389
Gandhinagar,2913,3,3,26207316
Surendranagar,1883,1,4,8628784
Vadodara,564,2,1,2920105
Nadiad,2455,5,3,12729442
Dwarka,1701,2,2,8030142
Jetpur,2468,5,2,13011799
Surendranagar,3089,1,3,12384300
Mehsana,3232,1,2,15434171
Anand,2801,5,4,15302169
Surendranagar,4249,5,2,26176242
Gandhinagar,3594,1,1,23473622
Jetpur,3865,5,2,20354868
Bhuj,4183,3,1,20145039
Bhavnagar,2796,5,4,18475668
Bharuch,3305,5,2,18854260
Valsad,4007,2,3,24426820
Mehsana,376,1,4,2042034
Jamnagar,602,5,2,3250832
Gondal,4342,5,4,28423072
Nadiad,1504,3,4,8016877
Surat,3716,1,3,24142666
Morbi,3594,1,1,14215622
Junagadh,1847,4,4,11131785
Porbandar,4312,5,1,23286230
Surat,1998,5,1,14229918
Jetpur,2079,2,4,8926329
Surendranagar,437,3,2,2158598
Veraval,3552,3,2,16151725
Ahmedabad,3695,4,1,27336081
Ahmedabad,2963,3,4,19777941
Dwarka,1243,5,3,7624472
Valsad,4192,3,2,25317443
Sidhpur,373,1,1,1476359
Surat,3376,2,2,23347079
Bharuch,4286,4,2,19915251
Mahuva,2793,5,2,15671856
Patan,988,3,2,4131559
Surat,4175,2,4,28069252
Palanpur,4238,4,4,19259366
Rajkot,657,2,1,3774619
Gandhinagar,1486,3,4,12086228
Vapi,494,2,2,2591541
Bharuch,1174,2,3,5783183
Gandhinagar,3419,2,3,24591130
Mahuva,3810,2,1,14548539
Gandhinagar,2085,3,1,17191721
Jetpur,2772,1,3,11579587
Bhuj,2959,1,4,13588495
Gandhinagar,1092,5,3,10180240
Junagadh,4355,2,2,17859878
Dwarka,3477,1,3,15392697
Bhavnagar,4157,5,3,23720295
Amreli,752,1,3,2707414
Godhra,460,2,4,1750142
Sidhpur,3392,3,3,17553438
Veraval,2034,3,4,11578704
Junagadh,2307,5,2,12844873
Bhavnagar,3277,5,1,18630190
Vapi,4141,2,4,24564748
Porbandar,1837,1,4,8859801
Bhuj,1590,4,4,7772741
Amreli,2805,4,3,13451006
Porbandar,2896,2,1,12931385
Sidhpur,2797,4,3,15584430
Bhuj,2662,5,3,13934854
Jamnagar,793,3,3,4616040
Palanpur,3891,1,4,14406687
Vadodara,3286,1,3,16902521
Gandhidham,1318,1,1,5325120
Nadiad,1733,5,3,10813301
Godhra,2877,4,1,14581055
Rajkot,1899,1,2,9807600
Surat,3675,2,2,25106857
Sidhpur,3896,1,3,13771284
Sidhpur,1910,5,2,9225560
Patan,2525,1,2,9802853
Gondal,1896,3,4,10245931
Nadiad,1514,5,1,8363378
Ahmedabad,3870,2,1,23805605
Ahmedabad,4436,4,2,31576217
Gandhidham,3770,1,1,19739575
Jetpur,3380,4,4,18770061
Navsari,1643,1,4,8009022
Botad,2891,4,2,14459946
Dahod,2567,4,3,11868158
Sidhpur,1474,5,4,6789810
Mehsana,3583,5,2,24223856
Navsari,1916,2,4,9535430
Rajkot,3410,4,4,22451572
Gondal,3090,1,3,12789977
Vapi,995,4,3,6335058
Mehsana,3951,5,4,27039148
Dahod,1938,4,4,9991857
Dwarka,3332,1,1,15517725
Rajkot,2373,5,4,17813565
Patan,554,1,2,2365847
Jetpur,2901,5,3,15919772
Morbi,2464,2,2,10373026
Jamnagar,3590,1,2,15771179
Gandhinagar,3213,1,1,20258887
Mehsana,4291,5,1,27684887
Mehsana,1683,4,4,9420620
Mahuva,2759,4,1,13618397
Morbi,1805,5,3,10023902
Veraval,1650,3,3,7777543
Patan,3404,4,2,14971359
Gandhidham,3017,2,4,14668590
Bhavnagar,3444,4,4,17419754
Botad,379,3,1,1658918
Mahuva,502,2,2,2490392
Surat,1723,2,1,9902273
Palanpur,1860,1,1,6806183
Vapi,917,2,2,5095044
Vapi,1765,1,4,10976120
Bhuj,4243,2,2,18073763
Dahod,1919,4,3,7735416
Rajkot,3158,4,4,21126718
Sidhpur,3865,2,2,14230237
Dahod,2941,5,4,15837856
Mahuva,644,3,1,2904198
Bharuch,3094,3,2,17377016
Vadodara,3251,5,3,26261794
Mahuva,4198,1,1,17766521
Bhuj,1730,1,1,7324550
Mehsana,1146,1,1,5296293
Bhavnagar,3023,1,4,13089020
Godhra,2147,5,2,11619812
Nadiad,3040,1,1,12104633
Porbandar,1183,4,1,5628991
Junagadh,1100,2,1,4839658
Surendranagar,3326,3,4,15719656
Sidhpur,3502,3,1,14933270
Morbi,1855,3,1,8372305
Jamnagar,612,3,2,2910743
Gondal,2723,2,3,11933148
Nadiad,4217,1,1,17148491
Mahuva,1609,4,2,6878110
Botad,1648,1,2,6354271
Botad,4018,1,4,20796478
Navsari,3482,1,1,16929165
Vadodara,3679,3,2,24244161
Valsad,422,5,3,2489587
Amreli,1987,4,3,8624569
Mahuva,1946,3,4,11016355
Gandhidham,2008,4,4,13076285
Nadiad,2769,3,2,14469033
Navsari,1327,5,2,8420460
Anand,1171,2,1,5721996
Amreli,2258,1,4,8861198
Navsari,2400,5,1,12918014
Godhra,2090,2,3,9190909
Bhuj,1044,3,2,4676216
Sidhpur,4440,5,3,21494874
Bhuj,3648,5,4,24293463
Amreli,4096,1,2,17048224
Patan,4116,5,2,20514457
Botad,3357,2,4,15099083
Jetpur,2811,3,3,15185761
Gandhinagar,3375,2,1,22314395
Junagadh,3418,5,1,16306365
Rajkot,710,4,3,4098141
Botad,2195,3,2,10619557
Gondal,3885,4,1,20216413
Mahuva,3617,2,4,16471877
Sidhpur,3931,2,3,19043805
Surat,3083,5,3,20779107
Nadiad,1468,5,4,8438319
Bharuch,2469,5,3,13644151
Vadodara,3928,4,1,27240644
Gandhinagar,1844,5,3,16920635
Bhuj,3101,3,1,17093461
Dahod,1428,1,2,5117607
Valsad,633,4,4,4393023
Veraval,3024,2,2,15428752
Porbandar,1889,3,2,9088794
Vapi,3260,1,3,16148813
Anand,2038,5,4,14196601
Rajkot,1511,3,1,9545960
Anand,2598,2,1,13169324
Morbi,1652,1,2,7539738
Jetpur,1984,4,1,10210582
Mahuva,1763,5,4,9512223
Rajkot,3309,1,3,17112204
Sidhpur,3832,4,4,20003661
Palanpur,3760,5,2,20221848
Navsari,1067,1,2,4349989
Surat,3251,1,1,20837946
Palanpur,3247,5,1,14825888
Bhuj,1824,4,4,9526394
Dwarka,1891,1,3,9079449
Anand,1261,2,2,6786835
Vapi,2418,5,1,18060993
Valsad,2778,2,3,13982845
Rajkot,1854,5,2,12583524
Godhra,924,2,2,3809013
Godhra,3701,2,2,14531792
Ahmedabad,1500,4,2,10585661
Vapi,969,1,1,5867433
Anand,2939,2,1,16605316
Gandhinagar,2207,3,3,18791570
Bharuch,3294,3,1,17482112
Jetpur,1160,4,2,5588929
Bharuch,2033,1,3,9371017
Nadiad,2898,4,3,14936943
Surat,1402,3,1,9853117
Palanpur,3952,1,2,17005695
Botad,832,1,1,3667410
Dwarka,2030,5,3,11940249
Anand,666,2,4,3564514
Gondal,3019,4,4,14833490
Junagadh,3970,3,1,17414998
Bhavnagar,2704,2,2,12068764
Junagadh,395,1,2,1625952
Bhavnagar,3672,3,2,16324993
Nadiad,1495,5,1,9110584
Jamnagar,2376,1,4,12342176
Veraval,1043,5,1,5408186
Gandhidham,3746,1,4,21237132
Porbandar,3242,1,1,13631359
Junagadh,3921,1,4,15248608
Jamnagar,4008,4,4,26052970
Amreli,2542,3,3,11758515
Jetpur,1961,2,2,10115402
Vadodara,2750,5,4,22387059
Mehsana,1229,2,2,6603380
Surat,3448,4,1,24089085
Bharuch,4360,1,3,17044670
Gandhidham,616,5,1,3564642
Gondal,2332,2,1,9214158
Amreli,4023,5,1,17585411
Anand,2052,4,4,14003992
Gandhidham,2183,4,3,13823682
Ahmedabad,4170,4,4,31163915
Surendranagar,1186,1,1,4878114
Junagadh,3665,5,3,18179502
Anand,3887,3,2,22803541
Patan,3099,5,2,15603013
Mehsana,1944,3,3,10979887
Surat,1507,5,3,12809105
Vapi,3420,2,4,18518175
Jamnagar,3749,1,4,20226435
Anand,1884,2,2,8917623
Gondal,915,4,3,5595116
Bharuch,1892,3,4,10942792
Junagadh,4107,2,4,16628122
Sidhpur,3589,4,1,18781615
Nadiad,2448,1,3,10634470
Vadodara,4164,4,4,31037671
Mahuva,1329,1,1,5405837
Junagadh,582,5,2,2876672
Junagadh,2386,5,2,13608296
Godhra,3708,1,1,13382663
Vadodara,1268,2,2,8856738
Palanpur,4078,3,3,22081820
Dahod,847,5,3,3804767
Anand,3406,1,4,15280466
Botad,1775,1,2,8490293
Gandhinagar,2344,3,1,19515044
Dwarka,3644,1,3,18951506
Palanpur,1159,1,4,4388489
Bharuch,1167,5,4,6950287
Surendranagar,2311,4,2,11109732
Valsad,3475,3,3,22020675
Dwarka,3140,1,4,13471726
Bharuch,474,4,3,2915521
Sidhpur,2036,5,2,10490215
Morbi,1503,4,1,7489398
Navsari,3846,1,4,20938770
Gandhidham,1154,2,1,6288326
Veraval,3805,5,3,25594700
Nadiad,958,3,1,5112616
Gandhinagar,2068,5,1,18838477
Godhra,3460,1,2,13260542
Vapi,2482,3,1,14171221
Gandhinagar,2044,5,2,18182541
Gandhinagar,2959,5,1,27513609
Veraval,2760,4,1,13113804
Navsari,945,3,2,5220417
Nadiad,4118,2,4,22764907
Mahuva,2285,1,3,10708004
Jetpur,868,1,3,3351875
Morbi,1939,2,2,8187158
Veraval,977,5,4,5527292
Sidhpur,4183,5,4,24912174
Gandhidham,3360,4,3,21483878
Vadodara,1822,3,4,13385667
Jamnagar,1617,5,4,10823697
Jetpur,356,3,3,1765107
Bhavnagar,4291,3,4,22586281
Bharuch,3406,5,2,17829585
Gandhinagar,479,1,1,2825245
Bhuj,1587,2,4,7218403
Porbandar,1733,1,3,7890455
Nadiad,2910,2,3,15653589
Amreli,1659,5,2,7660284
Dahod,576,5,1,2772273
Gondal,2325,3,2,12600048
Godhra,2325,3,4,10873964
Porbandar,3641,5,2,20963911
Navsari,947,2,3,4113665
Palanpur,2513,1,2,9582440
Dahod,1308,5,2,5886642
Dwarka,1107,2,1,5821946
Gandhidham,1473,2,3,7774912
Bharuch,1781,3,4,10532767
Amreli,1543,3,2,7234661
Bhuj,466,1,3,1892844
Mehsana,4039,1,1,18749172
Gondal,3625,4,2,21529678
Bhavnagar,1872,5,3,12256231
Porbandar,642,3,3,3085038
Mehsana,2289,1,3,13085089
Godhra,3380,3,3,13592879
Veraval,3452,4,4,19373813
Botad,3461,1,4,17633619
Bharuch,3657,1,3,17931411
Surendranagar,749,1,4,3067352
Morbi,1547,5,4,9616730
Godhra,3692,2,1,15823810
Vapi,3264,5,4,21991034
Mahuva,2257,2,1,8928832
Ahmedabad,4461,5,1,39189096
Mahuva,2977,3,3,13837265
Surendranagar,2534,1,2,10974784
Junagadh,3790,3,2,19483129
Vadodara,2285,2,3,12894278
Bhuj,3243,3,2,14265567
Mahuva,2308,1,2,8824141
Gondal,2817,3,2,13728898
Jamnagar,4398,1,2,23022411
Godhra,3091,1,2,11658178
Vadodara,1741,2,3,9570479
Palanpur,518,2,2,2257249
Junagadh,2292,4,4,11488683
Bhuj,4126,2,4,22557534
Patan,2538,4,4,14846282
Jamnagar,1876,1,2,9345029
Navsari,416,2,3,1910910
Navsari,1976,3,2,10562026
Mehsana,4225,4,3,22378602
Porbandar,4344,5,1,24089128
Godhra,2789,3,3,12810125
Bhavnagar,3913,4,1,20621192
Gandhidham,3073,1,4,13944379
Junagadh,4364,1,4,20317670
Mehsana,828,4,3,4541888
Palanpur,2451,1,1,9308175
Dwarka,409,5,1,2466473
Rajkot,1698,2,2,8533296
Junagadh,771,5,3,4605940
Mehsana,3059,5,1,20807148
Bharuch,3289,5,4,20758420
Gandhidham,2282,2,2,9991853
Amreli,1281,4,1,6653652
Vapi,3948,4,3,26729656
Mahuva,1483,5,4,8483947
Gondal,1744,5,1,8991688
Bharuch,2387,5,3,12168253
Amreli,1977,4,2,8241430
Nadiad,2024,4,4,12569362
Bharuch,3235,2,2,13332488
Porbandar,3187,4,4,18956086
Bhuj,3790,3,3,19629585
Nadiad,852,1,1,3852854
Botad,1379,1,4,5471569
Nadiad,774,4,3,4182221
Junagadh,539,2,3,2374478
Nadiad,2472,1,4,13927339
Porbandar,2088,3,2,11163557
Gondal,1454,4,1,6900472
Ahmedabad,3624,2,2,23131610
Surendranagar,1990,5,2,11817048
Nadiad,2053,2,4,10375203
Porbandar,3350,2,1,13370246
Mehsana,2066,1,1,10900201
Bharuch,2930,4,3,15680591
Surat,633,2,1,3981193
Palanpur,775,3,2,3367997
Veraval,696,2,2,3173279
Sidhpur,4452,2,4,18039504
Bharuch,3084,1,1,11920221
Dahod,2083,2,1,8214911
Navsari,1900,1,4,8145853
Rajkot,4245,4,2,29181162
Godhra,1366,4,1,5857012
Surat,2658,2,4,18526750
Surendranagar,3633,5,2,18506314
Veraval,3265,2,2,14516486
Botad,2953,5,4,18057875
Gandhidham,3832,3,2,23117798
Porbandar,562,4,2,2975694
Bharuch,1390,2,4,6491933
Sidhpur,1364,5,3,7547493
Anand,630,1,4,3155860
Jamnagar,4152,4,2,20562366
Ahmedabad,668,1,2,4394686
Bhuj,4022,3,3,23698260
Porbandar,2255,2,1,8888181
Rajkot,4463,1,2,20410393
Morbi,4306,2,3,19343146
Vapi,1496,3,1,9310119
Gandhinagar,2047,3,3,14139507
Jetpur,3533,5,2,18588599
Amreli,3569,4,2,18148918
Mehsana,742,5,3,4226351
Anand,4052,3,2,19487298
Vapi,820,5,3,6088331
Surat,3131,5,4,21318013
Navsari,4105,1,2,21313363
Jetpur,940,1,2,3874883
Valsad,1661,2,1,9005238
Palanpur,3011,4,2,14593223
Vadodara,1456,4,2,11143133
Bharuch,1675,5,3,9908078
Botad,472,3,3,2101598
Amreli,1015,2,2,4356713
Ahmedabad,3485,1,2,24337678
Bharuch,1691,1,3,7129313
Veraval,438,1,3,2221658
Gandhinagar,1128,1,3,8436021
Bharuch,3748,1,2,17428253
Palanpur,1683,4,1,7675264
Botad,987,3,2,4678553
Surat,4326,3,1,30213549
Gandhinagar,2421,1,4,17919769
Amreli,3372,4,4,18310388
Palanpur,2959,1,4,14487871
Morbi,1072,1,3,4408438
Bharuch,1370,3,3,7628472
Bhuj,1874,3,2,9196259
Sidhpur,2821,5,4,16117199
Godhra,973,4,1,4017824
Jamnagar,2658,4,2,16077147
Vapi,3203,5,1,22136334
Mehsana,3279,1,4,15166023
Amreli,1557,4,2,6768262
Palanpur,2589,2,4,11614334
Bhuj,1131,3,1,4884769
Vapi,1151,3,1,6699638
Porbandar,3331,1,4,12705580
Gondal,676,3,4,3716050
Bhavnagar,1648,5,3,10850081
Morbi,2715,2,2,13098368
Sidhpur,379,4,3,2028103
Amreli,899,4,2,4484090
Morbi,3570,2,3,18011015
Vadodara,722,3,4,4371725
Godhra,462,1,3,1786353
Godhra,2963,1,4,10501705
Gondal,4413,2,2,20728119
Bhuj,1901,1,4,7716787
Vapi,3159,1,1,17346383
Vadodara,2733,5,2,17067018
Sidhpur,839,4,2,3721946
Vapi,1757,3,2,9685470
Jetpur,2146,2,1,9562861
Ahmedabad,2457,4,2,21119357
Botad,2618,3,3,14482242
Gondal,3476,2,2,17875362
Jamnagar,4224,4,2,19842620
Botad,4193,2,4,21460417
Surat,4009,2,2,27531657
Morbi,1814,5,2,9295540
Surat,3887,1,4,23168494
Surat,2435,3,3,18841376
Godhra,3893,1,1,16737672
Godhra,2423,4,1,9471641
Mehsana,3855,5,3,22213892
Mehsana,922,4,2,5990681
Palanpur,3671,2,3,16780139
Dwarka,3952,3,4,21568655
Navsari,1503,1,3,8023387
Nadiad,1533,4,2,9493692
Botad,1955,5,4,10783736
Mahuva,4145,1,1,18195738
Rajkot,1422,1,2,7495284
Jamnagar,757,2,3,4109208
Surat,2427,1,2,13054406
Patan,3188,2,2,13479037
Surendranagar,1924,2,4,9227166
Amreli,2981,5,1,15120508
Sidhpur,4048,2,4,18107545
Nadiad,4022,1,1,17751085
Surendranagar,4339,2,3,19295364
Anand,3226,4,2,17094055
Junagadh,1166,2,1,5301230
Junagadh,2880,2,2,11263135
Gondal,2254,2,2,9936576
Rajkot,2223,5,2,16394953
Dahod,1162,4,1,4939423
Vapi,2368,1,3,15529911
Junagadh,2728,5,1,12430076
Gandhinagar,1518,3,4,14035764
Dahod,1051,2,4,3921595
Morbi,2066,4,3,11393593
Mehsana,2449,3,2,13226310
Bhavnagar,3662,4,1,16595621
Anand,581,1,3,2738054
Ahmedabad,1206,4,3,9435113
Vadodara,550,2,4,3296748
Valsad,1871,1,2,10504371
Navsari,1608,3,2,8621515
Surat,1500,2,3,9149962
Bhuj,4083,2,1,18456793
Morbi,3747,3,2,20185092
Mehsana,830,3,1,4984609
Jetpur,3841,2,4,19991220
Vadodara,2912,4,4,23715396
Patan,4055,3,2,18521082
Godhra,385,3,3,1791492
Gandhinagar,2703,2,2,19940918
Bharuch,1597,3,2,8344241
Sidhpur,3079,2,2,14177748
Dwarka,3691,5,1,21651222
Palanpur,999,2,2,3815553
Mehsana,3333,5,2,18477426
Dwarka,2534,2,1,12064528
Bhavnagar,4421,5,4,25541530
Patan,430,1,4,1594445
Vapi,2401,1,4,15738901
Valsad,4336,4,1,24692399
Patan,3576,5,1,19526954
Gandhinagar,3887,3,3,31007038
Botad,3949,5,4,23658143
Patan,2942,5,4,16470668
Gondal,595,3,4,3135559
Mahuva,3491,5,2,16988711
Jetpur,3016,5,2,17525260
Sidhpur,1953,1,1,8145933
Surat,968,4,1,7257577
Mahuva,1072,4,1,4964306
Bhavnagar,1138,4,3,6086253
Palanpur,1614,3,2,8027140
Junagadh,3582,4,2,18969816
Sidhpur,1360,4,3,6983379
Botad,1161,4,2,5945380
Gondal,1427,3,1,7451548
Veraval,2935,1,2,12441615
Palanpur,3941,2,3,18963422
Morbi,2347,3,3,11154706
Bhavnagar,1949,3,3,10741942
Amreli,958,2,1,4422306
Mahuva,3677,1,1,16976450
Surendranagar,945,1,1,4495202
Navsari,1942,5,2,11396169
Junagadh,4483,4,3,22852660
Surat,3241,1,2,21573063
Surat,3168,2,3,18228403
Nadiad,573,3,1,2834999
Dahod,527,4,1,2158737
Rajkot,2750,1,1,13940214
Gandhinagar,3394,5,3,31146568
Mehsana,1157,3,1,6640763
Nadiad,2620,5,4,15654217
Dahod,2887,3,2,12130519
Porbandar,3424,5,4,21079185
Anand,3991,3,1,23357631
Morbi,1574,1,2,6923003
Vadodara,3306,5,1,20715059
Botad,667,2,3,2731994
Vadodara,748,5,1,4691729
Navsari,3139,4,3,15399009
Surat,3829,4,2,28289809
Godhra,1802,1,4,6391652
Gondal,4363,4,2,22774945
Bharuch,605,2,4,3123982
Veraval,2333,1,4,10774860
Mahuva,1493,1,4,6932194
Vapi,4160,4,3,28875910
Veraval,2073,4,2,12587382
Valsad,2162,3,3,14678995
Veraval,1216,2,1,5116387
Bhuj,2652,3,1,12276886
Gondal,3856,1,3,19134225
Bhavnagar,1583,5,1,8434438
Dwarka,4186,2,3,20885717
Surat,3847,2,4,24642746
Nadiad,3762,3,4,20949566
Dahod,596,3,4,2232615
Nadiad,2062,1,1,10159635
Dahod,1841,3,4,6939538
Mahuva,1382,4,3,6493678
Porbandar,4246,3,1,17240278
Jetpur,1026,1,2,4303081
Mahuva,2764,2,4,14314478
Botad,1515,3,2,6528947
Junagadh,2305,5,2,12014373
Jamnagar,3545,2,3,15775100
Vadodara,2910,5,2,18375670
Bharuch,1240,3,1,5101341
Gandhidham,1040,5,4,7390526
Porbandar,4437,3,3,23503534
Bharuch,2629,1,4,12755859
Junagadh,3113,4,2,17693303
Godhra,806,1,1,3248161
Vapi,2466,5,2,17776244
Gondal,938,2,2,4008017
Anand,578,4,2,3084415
Patan,2651,5,1,14151445
Mahuva,374,1,1,1461253
Dahod,2439,4,3,11629777
Dwarka,1236,2,3,6746692
Porbandar,4194,2,2,16256680
Bhavnagar,2463,3,3,14466286
Morbi,2677,3,3,14159499
Jamnagar,3893,5,2,20506029
Mahuva,3615,4,4,16427721
Anand,3569,5,3,25161843
Dwarka,1591,4,2,9319663
Jamnagar,3236,2,4,17936276
Patan,4268,1,2,15235715
Mehsana,1829,2,2,8874130
Mehsana,3872,2,3,19538251
Patan,1696,4,3,9726058
Gandhinagar,2419,4,3,21154425
Jetpur,477,2,4,2548206
Bhuj,4309,3,1,23878188
Vapi,1268,1,2,7567268
Dwarka,2607,1,1,12201449
Vadodara,3586,2,1,19138426
Godhra,2160,5,1,11373448
Gandhidham,3629,2,1,19636944
Dwarka,3728,3,1,18433737
Bhuj,2975,2,4,17048007
Gandhidham,4401,1,1,17871266
Porbandar,3408,5,2,17608786
Dwarka,1065,4,2,6352042
Vapi,705,4,2,5011724
Botad,2610,4,3,13702234
Gandhidham,3881,3,3,22460194
Vapi,754,2,1,4657284
Rajkot,909,2,1,4900942
Bhavnagar,1652,1,1,6273994
Dahod,878,2,4,3445054
Mahuva,3659,3,2,16999597
Dwarka,1020,2,1,4886951
Mahuva,2674,2,1,10878385
Rajkot,2061,5,1,12426791
Gondal,2165,1,1,8744748
Junagadh,3246,5,3,17054668
Mehsana,3419,5,3,22322007
Patan,736,4,1,3593907
Jetpur,1631,5,3,9050981
Mahuva,453,2,3,2376414
Morbi,4437,4,2,23671865
Ahmedabad,1275,1,1,8376641
Godhra,2508,1,3,11039439
Junagadh,4092,2,1,17954662
Rajkot,3862,3,1,21621489
Surendranagar,1576,3,1,6398305
Gandhinagar,1920,3,4,17763284
Nadiad,2818,1,3,11627341
Palanpur,2126,1,3,8493879
Vapi,4165,3,2,24542089
Navsari,1600,5,4,9198397
Patan,1444,1,2,5198004
Bharuch,2317,2,2,9802511
Godhra,1387,4,2,5966688
Anand,3080,3,1,15037416
Jamnagar,614,5,2,3867647
Surendranagar,2947,4,2,15825388
Veraval,3571,3,1,16183154
Surat,4459,5,4,36334285
Nadiad,455,2,2,2461509
Bhuj,3206,3,3,15453860
Sidhpur,1868,2,2,8430597
Jetpur,2269,3,1,11326825
Ahmedabad,2406,4,3,17253284
Anand,3230,3,3,19090967
Junagadh,3000,1,2,12951052
Porbandar,4351,1,2,15906333
Jetpur,2391,5,1,12181589
Vadodara,664,1,1,4212418
Botad,2873,4,1,13513089
Navsari,4345,4,2,22691738
Palanpur,4015,1,1,18231576
Bharuch,1142,1,1,4676403
